year,id,dest,category,type,rules,ops
2000,BTV,itin,mil,mil,ifr,2582
2000,BTV,itin,mil,mil,vfr,2363
2000,BTV,local,civil,NA,NA,29603
2000,BTV,local,mil,NA,NA,5296
2000,BUF,itin,civil,ac,ifr,50516
2000,BUF,itin,civil,ac,vfr,1563
2000,BUF,itin,civil,at,ifr,48293
2000,BUF,itin,civil,at,vfr,1312
2000,BUF,itin,civil,ga,ifr,29188
2000,BUF,itin,civil,ga,vfr,15365
2000,BUF,itin,mil,mil,ifr,2320
2000,BUF,itin,mil,mil,vfr,1161
2000,BUF,local,civil,NA,NA,13252
2000,BUF,local,mil,NA,NA,2364
2000,BUR,itin,civil,ac,ifr,54484
2000,BUR,itin,civil,ac,vfr,3162
2000,BUR,itin,civil,at,ifr,17129
2000,BUR,itin,civil,at,vfr,12349
2000,BUR,itin,civil,ga,ifr,29645
2000,BUR,itin,civil,ga,vfr,34012
2000,BUR,itin,mil,mil,ifr,31
2000,BUR,itin,mil,mil,vfr,337
2000,BUR,local,civil,NA,NA,9581
2000,BUR,local,mil,NA,NA,0
2000,BVY,itin,civil,ac,ifr,0
2000,BVY,itin,civil,ac,vfr,0
2000,BVY,itin,civil,at,ifr,164
2000,BVY,itin,civil,at,vfr,313
2000,BVY,itin,civil,ga,ifr,4895
2000,BVY,itin,civil,ga,vfr,38394
2000,BVY,itin,mil,mil,ifr,2
2000,BVY,itin,mil,mil,vfr,124
2000,BVY,local,civil,NA,NA,56445
2000,BVY,local,mil,NA,NA,16
2000,BWI,itin,civil,ac,ifr,211291
2000,BWI,itin,civil,ac,vfr,1396
2000,BWI,itin,civil,at,ifr,62935
2000,BWI,itin,civil,at,vfr,2075
2000,BWI,itin,civil,ga,ifr,14578
2000,BWI,itin,civil,ga,vfr,7225
2000,BWI,itin,mil,mil,ifr,1195
2000,BWI,itin,mil,mil,vfr,946
2000,BWI,local,civil,NA,NA,13688
2000,BWI,local,mil,NA,NA,19
2000,BZN,itin,civil,ac,ifr,5272
2000,BZN,itin,civil,ac,vfr,436
2000,BZN,itin,civil,at,ifr,4750
2000,BZN,itin,civil,at,vfr,1654
2000,BZN,itin,civil,ga,ifr,3684
2000,BZN,itin,civil,ga,vfr,16583
2000,BZN,itin,mil,mil,ifr,12
2000,BZN,itin,mil,mil,vfr,190
2000,BZN,local,civil,NA,NA,22227
2000,BZN,local,mil,NA,NA,10
2000,CAE,itin,civil,ac,ifr,18740
2000,CAE,itin,civil,ac,vfr,320
2000,CAE,itin,civil,at,ifr,40309
2000,CAE,itin,civil,at,vfr,741
2000,CAE,itin,civil,ga,ifr,20702
2000,CAE,itin,civil,ga,vfr,18206
2000,CAE,itin,mil,mil,ifr,2427
2000,CAE,itin,mil,mil,vfr,644
2000,CAE,local,civil,NA,NA,24980
2000,CAE,local,mil,NA,NA,2817
2000,CAK,itin,civil,ac,ifr,5219
2000,CAK,itin,civil,ac,vfr,416
2000,CAK,itin,civil,at,ifr,24305
2000,CAK,itin,civil,at,vfr,2044
2000,CAK,itin,civil,ga,ifr,26530
2000,CAK,itin,civil,ga,vfr,26421
2000,CAK,itin,mil,mil,ifr,599
2000,CAK,itin,mil,mil,vfr,2478
2000,CAK,local,civil,NA,NA,25866
2000,CAK,local,mil,NA,NA,4221
2000,CCR,itin,civil,ac,ifr,0
2000,CCR,itin,civil,ac,vfr,13
2000,CCR,itin,civil,at,ifr,218
2000,CCR,itin,civil,at,vfr,1869
2000,CCR,itin,civil,ga,ifr,17028
2000,CCR,itin,civil,ga,vfr,89771
2000,CCR,itin,mil,mil,ifr,0
2000,CCR,itin,mil,mil,vfr,193
2000,CCR,local,civil,NA,NA,92506
2000,CCR,local,mil,NA,NA,67
2000,CDW,itin,civil,ac,ifr,0
2000,CDW,itin,civil,ac,vfr,0
2000,CDW,itin,civil,at,ifr,2
2000,CDW,itin,civil,at,vfr,163
2000,CDW,itin,civil,ga,ifr,8162
2000,CDW,itin,civil,ga,vfr,97412
2000,CDW,itin,mil,mil,ifr,0
2000,CDW,itin,mil,mil,vfr,20
2000,CDW,local,civil,NA,NA,93146
2000,CDW,local,mil,NA,NA,0
2000,CGF,itin,civil,ac,ifr,0
2000,CGF,itin,civil,ac,vfr,0
2000,CGF,itin,civil,at,ifr,5855
2000,CGF,itin,civil,at,vfr,3152
2000,CGF,itin,civil,ga,ifr,16724
2000,CGF,itin,civil,ga,vfr,26442
2000,CGF,itin,mil,mil,ifr,0
2000,CGF,itin,mil,mil,vfr,40
2000,CGF,local,civil,NA,NA,12952
2000,CGF,local,mil,NA,NA,12
2000,CGX,itin,civil,ac,ifr,0
2000,CGX,itin,civil,ac,vfr,0
2000,CGX,itin,civil,at,ifr,1541
2000,CGX,itin,civil,at,vfr,610
2000,CGX,itin,civil,ga,ifr,17252
2000,CGX,itin,civil,ga,vfr,17383
2000,CGX,itin,mil,mil,ifr,4
2000,CGX,itin,mil,mil,vfr,70
2000,CGX,local,civil,NA,NA,854
2000,CGX,local,mil,NA,NA,12
2000,CHA,itin,civil,ac,ifr,9382
2000,CHA,itin,civil,ac,vfr,2212
2000,CHA,itin,civil,at,ifr,11851
2000,CHA,itin,civil,at,vfr,3262
2000,CHA,itin,civil,ga,ifr,30435
2000,CHA,itin,civil,ga,vfr,24557
2000,CHA,itin,mil,mil,ifr,3813
2000,CHA,itin,mil,mil,vfr,3116
2000,CHA,local,civil,NA,NA,20151
2000,CHA,local,mil,NA,NA,5765
2000,CHD,itin,civil,ac,ifr,0
2000,CHD,itin,civil,ac,vfr,0
2000,CHD,itin,civil,at,ifr,10
2000,CHD,itin,civil,at,vfr,1761
2000,CHD,itin,civil,ga,ifr,1417
2000,CHD,itin,civil,ga,vfr,74296
2000,CHD,itin,mil,mil,ifr,1
2000,CHD,itin,mil,mil,vfr,24
2000,CHD,local,civil,NA,NA,172281
2000,CHD,local,mil,NA,NA,21
2000,CHO,itin,civil,ac,ifr,7
2000,CHO,itin,civil,ac,vfr,36
2000,CHO,itin,civil,at,ifr,20492
2000,CHO,itin,civil,at,vfr,1568
2000,CHO,itin,civil,ga,ifr,10668
2000,CHO,itin,civil,ga,vfr,20859
2000,CHO,itin,mil,mil,ifr,364
2000,CHO,itin,mil,mil,vfr,674
2000,CHO,local,civil,NA,NA,21061
2000,CHO,local,mil,NA,NA,3272
2000,CHS,itin,civil,ac,ifr,13923
2000,CHS,itin,civil,ac,vfr,924
2000,CHS,itin,civil,at,ifr,26535
2000,CHS,itin,civil,at,vfr,1475
2000,CHS,itin,civil,ga,ifr,20360
2000,CHS,itin,civil,ga,vfr,13807
2000,CHS,itin,mil,mil,ifr,15821
2000,CHS,itin,mil,mil,vfr,628
2000,CHS,local,civil,NA,NA,8606
2000,CHS,local,mil,NA,NA,34050
2000,CIC,itin,civil,ac,ifr,0
2000,CIC,itin,civil,ac,vfr,2
2000,CIC,itin,civil,at,ifr,3020
2000,CIC,itin,civil,at,vfr,3414
2000,CIC,itin,civil,ga,ifr,2114
2000,CIC,itin,civil,ga,vfr,23477
2000,CIC,itin,mil,mil,ifr,68
2000,CIC,itin,mil,mil,vfr,311
2000,CIC,local,civil,NA,NA,11101
2000,CIC,local,mil,NA,NA,516
2000,CID,itin,civil,ac,ifr,14180
2000,CID,itin,civil,ac,vfr,154
2000,CID,itin,civil,at,ifr,20589
2000,CID,itin,civil,at,vfr,269
2000,CID,itin,civil,ga,ifr,18989
2000,CID,itin,civil,ga,vfr,13826
2000,CID,itin,mil,mil,ifr,71
2000,CID,itin,mil,mil,vfr,212
2000,CID,local,civil,NA,NA,13900
2000,CID,local,mil,NA,NA,12
2000,CKB,itin,civil,ac,ifr,26
2000,CKB,itin,civil,ac,vfr,6
2000,CKB,itin,civil,at,ifr,5434
2000,CKB,itin,civil,at,vfr,428
2000,CKB,itin,civil,ga,ifr,4621
2000,CKB,itin,civil,ga,vfr,13653
2000,CKB,itin,mil,mil,ifr,1703
2000,CKB,itin,mil,mil,vfr,2304
2000,CKB,local,civil,NA,NA,22103
2000,CKB,local,mil,NA,NA,7274
2000,CLE,itin,civil,ac,ifr,172037
2000,CLE,itin,civil,ac,vfr,670
2000,CLE,itin,civil,at,ifr,128740
2000,CLE,itin,civil,at,vfr,278
2000,CLE,itin,civil,ga,ifr,20989
2000,CLE,itin,civil,ga,vfr,6298
2000,CLE,itin,mil,mil,ifr,2345
2000,CLE,itin,mil,mil,vfr,288
2000,CLE,local,civil,NA,NA,232
2000,CLE,local,mil,NA,NA,22
2000,CLL,itin,civil,ac,ifr,99
2000,CLL,itin,civil,ac,vfr,98
2000,CLL,itin,civil,at,ifr,7411
2000,CLL,itin,civil,at,vfr,850
2000,CLL,itin,civil,ga,ifr,8073
2000,CLL,itin,civil,ga,vfr,26500
2000,CLL,itin,mil,mil,ifr,5442
2000,CLL,itin,mil,mil,vfr,4328
2000,CLL,local,civil,NA,NA,23377
2000,CLL,local,mil,NA,NA,10050
2000,CLT,itin,civil,ac,ifr,271993
2000,CLT,itin,civil,ac,vfr,2693
2000,CLT,itin,civil,at,ifr,127461
2000,CLT,itin,civil,at,vfr,2545
2000,CLT,itin,civil,ga,ifr,42345
2000,CLT,itin,civil,ga,vfr,9800
2000,CLT,itin,mil,mil,ifr,3264
2000,CLT,itin,mil,mil,vfr,269
2000,CLT,local,civil,NA,NA,0
2000,CLT,local,mil,NA,NA,0
2000,CMA,itin,civil,ac,ifr,0
2000,CMA,itin,civil,ac,vfr,2
2000,CMA,itin,civil,at,ifr,947
2000,CMA,itin,civil,at,vfr,1613
2000,CMA,itin,civil,ga,ifr,15192
2000,CMA,itin,civil,ga,vfr,86068
2000,CMA,itin,mil,mil,ifr,0
2000,CMA,itin,mil,mil,vfr,123
2000,CMA,local,civil,NA,NA,82428
2000,CMA,local,mil,NA,NA,103
2000,CMH,itin,civil,ac,ifr,73500
2000,CMH,itin,civil,ac,vfr,2142
2000,CMH,itin,civil,at,ifr,95357
2000,CMH,itin,civil,at,vfr,1194
2000,CMH,itin,civil,ga,ifr,26812
2000,CMH,itin,civil,ga,vfr,27171
2000,CMH,itin,mil,mil,ifr,1611
2000,CMH,itin,mil,mil,vfr,137
2000,CMH,local,civil,NA,NA,9932
2000,CMH,local,mil,NA,NA,155
2000,CMI,itin,civil,ac,ifr,367
2000,CMI,itin,civil,ac,vfr,35
2000,CMI,itin,civil,at,ifr,13302
2000,CMI,itin,civil,at,vfr,397
2000,CMI,itin,civil,ga,ifr,21348
2000,CMI,itin,civil,ga,vfr,22387
2000,CMI,itin,mil,mil,ifr,279
2000,CMI,itin,mil,mil,vfr,48
2000,CMI,local,civil,NA,NA,76718
2000,CMI,local,mil,NA,NA,725
2000,CNO,itin,civil,ac,ifr,0
2000,CNO,itin,civil,ac,vfr,0
2000,CNO,itin,civil,at,ifr,31
2000,CNO,itin,civil,at,vfr,193
2000,CNO,itin,civil,ga,ifr,26687
2000,CNO,itin,civil,ga,vfr,58067
2000,CNO,itin,mil,mil,ifr,21
2000,CNO,itin,mil,mil,vfr,228
2000,CNO,local,civil,NA,NA,75445
2000,CNO,local,mil,NA,NA,57
2000,COS,itin,civil,ac,ifr,29784
2000,COS,itin,civil,ac,vfr,354
2000,COS,itin,civil,at,ifr,13461
2000,COS,itin,civil,at,vfr,2123
2000,COS,itin,civil,ga,ifr,13462
2000,COS,itin,civil,ga,vfr,40937
2000,COS,itin,mil,mil,ifr,10700
2000,COS,itin,mil,mil,vfr,3472
2000,COS,local,civil,NA,NA,95521
2000,COS,local,mil,NA,NA,10925
2000,COU,itin,civil,ac,ifr,56
2000,COU,itin,civil,ac,vfr,123
2000,COU,itin,civil,at,ifr,6106
2000,COU,itin,civil,at,vfr,1475
2000,COU,itin,civil,ga,ifr,7697
2000,COU,itin,civil,ga,vfr,14473
2000,COU,itin,mil,mil,ifr,66
2000,COU,itin,mil,mil,vfr,710
2000,COU,local,civil,NA,NA,9406
2000,COU,local,mil,NA,NA,1650
2000,CPR,itin,civil,ac,ifr,638
2000,CPR,itin,civil,ac,vfr,109
2000,CPR,itin,civil,at,ifr,14551
2000,CPR,itin,civil,at,vfr,936
2000,CPR,itin,civil,ga,ifr,6401
2000,CPR,itin,civil,ga,vfr,10983
2000,CPR,itin,mil,mil,ifr,69
2000,CPR,itin,mil,mil,vfr,208
2000,CPR,local,civil,NA,NA,9076
2000,CPR,local,mil,NA,NA,136
2000,CPS,itin,civil,ac,ifr,0
2000,CPS,itin,civil,ac,vfr,0
2000,CPS,itin,civil,at,ifr,5194
2000,CPS,itin,civil,at,vfr,1574
2000,CPS,itin,civil,ga,ifr,14624
2000,CPS,itin,civil,ga,vfr,42177
2000,CPS,itin,mil,mil,ifr,87
2000,CPS,itin,mil,mil,vfr,261
2000,CPS,local,civil,NA,NA,105079
2000,CPS,local,mil,NA,NA,642
2000,CRE,itin,civil,ac,ifr,0
2000,CRE,itin,civil,ac,vfr,0
2000,CRE,itin,civil,at,ifr,1040
2000,CRE,itin,civil,at,vfr,984
2000,CRE,itin,civil,ga,ifr,18640
2000,CRE,itin,civil,ga,vfr,13732
2000,CRE,itin,mil,mil,ifr,157
2000,CRE,itin,mil,mil,vfr,428
2000,CRE,local,civil,NA,NA,11424
2000,CRE,local,mil,NA,NA,92
2000,CRG,itin,civil,ac,ifr,0
2000,CRG,itin,civil,ac,vfr,0
2000,CRG,itin,civil,at,ifr,5213
2000,CRG,itin,civil,at,vfr,1681
2000,CRG,itin,civil,ga,ifr,19799
2000,CRG,itin,civil,ga,vfr,46322
2000,CRG,itin,mil,mil,ifr,118
2000,CRG,itin,mil,mil,vfr,11271
2000,CRG,local,civil,NA,NA,38522
2000,CRG,local,mil,NA,NA,2307
2000,CRP,itin,civil,ac,ifr,10833
2000,CRP,itin,civil,ac,vfr,1154
2000,CRP,itin,civil,at,ifr,12956
2000,CRP,itin,civil,at,vfr,2580
2000,CRP,itin,civil,ga,ifr,14932
2000,CRP,itin,civil,ga,vfr,12775
2000,CRP,itin,mil,mil,ifr,15449
2000,CRP,itin,mil,mil,vfr,304
2000,CRP,local,civil,NA,NA,15135
2000,CRP,local,mil,NA,NA,43013
2000,CRQ,itin,civil,ac,ifr,0
2000,CRQ,itin,civil,ac,vfr,0
2000,CRQ,itin,civil,at,ifr,12692
2000,CRQ,itin,civil,at,vfr,3853
2000,CRQ,itin,civil,ga,ifr,45599
2000,CRQ,itin,civil,ga,vfr,106585
2000,CRQ,itin,mil,mil,ifr,426
2000,CRQ,itin,mil,mil,vfr,7462
2000,CRQ,local,civil,NA,NA,78405
2000,CRQ,local,mil,NA,NA,74
2000,CRW,itin,civil,ac,ifr,5219
2000,CRW,itin,civil,ac,vfr,272
2000,CRW,itin,civil,at,ifr,27569
2000,CRW,itin,civil,at,vfr,7513
2000,CRW,itin,civil,ga,ifr,15379
2000,CRW,itin,civil,ga,vfr,14385
2000,CRW,itin,mil,mil,ifr,3848
2000,CRW,itin,mil,mil,vfr,892
2000,CRW,local,civil,NA,NA,8542
2000,CRW,local,mil,NA,NA,4663
2000,CSG,itin,civil,ac,ifr,2984
2000,CSG,itin,civil,ac,vfr,56
2000,CSG,itin,civil,at,ifr,7703
2000,CSG,itin,civil,at,vfr,226
2000,CSG,itin,civil,ga,ifr,14095
2000,CSG,itin,civil,ga,vfr,15447
2000,CSG,itin,mil,mil,ifr,227
2000,CSG,itin,mil,mil,vfr,222
2000,CSG,local,civil,NA,NA,20097
2000,CSG,local,mil,NA,NA,508
2000,CVG,itin,civil,ac,ifr,180319
2000,CVG,itin,civil,ac,vfr,118
2000,CVG,itin,civil,at,ifr,265101
2000,CVG,itin,civil,at,vfr,406
2000,CVG,itin,civil,ga,ifr,17326
2000,CVG,itin,civil,ga,vfr,13164
2000,CVG,itin,mil,mil,ifr,598
2000,CVG,itin,mil,mil,vfr,812
2000,CVG,local,civil,NA,NA,0
2000,CVG,local,mil,NA,NA,0
2000,CWA,itin,civil,ac,ifr,42
2000,CWA,itin,civil,ac,vfr,94
2000,CWA,itin,civil,at,ifr,17164
2000,CWA,itin,civil,at,vfr,1153
2000,CWA,itin,civil,ga,ifr,2979
2000,CWA,itin,civil,ga,vfr,7099
2000,CWA,itin,mil,mil,ifr,134
2000,CWA,itin,mil,mil,vfr,474
2000,CWA,local,civil,NA,NA,8282
2000,CWA,local,mil,NA,NA,1050
2000,CXY,itin,civil,ac,ifr,19
2000,CXY,itin,civil,ac,vfr,53
2000,CXY,itin,civil,at,ifr,244
2000,CXY,itin,civil,at,vfr,462
2000,CXY,itin,civil,ga,ifr,10608
2000,CXY,itin,civil,ga,vfr,27575
2000,CXY,itin,mil,mil,ifr,327
2000,CXY,itin,mil,mil,vfr,1180
2000,CXY,local,civil,NA,NA,21001
2000,CXY,local,mil,NA,NA,4584
2000,CYS,itin,civil,ac,ifr,3
2000,CYS,itin,civil,ac,vfr,141
2000,CYS,itin,civil,at,ifr,1319
2000,CYS,itin,civil,at,vfr,7271
2000,CYS,itin,civil,ga,ifr,1264
2000,CYS,itin,civil,ga,vfr,12904
2000,CYS,itin,mil,mil,ifr,1000
2000,CYS,itin,mil,mil,vfr,2755
2000,CYS,local,civil,NA,NA,7694
2000,CYS,local,mil,NA,NA,10964
2000,DAB,itin,civil,ac,ifr,3905
2000,DAB,itin,civil,ac,vfr,475
2000,DAB,itin,civil,at,ifr,2161
2000,DAB,itin,civil,at,vfr,495
2000,DAB,itin,civil,ga,ifr,78800
2000,DAB,itin,civil,ga,vfr,219005
2000,DAB,itin,mil,mil,ifr,386
2000,DAB,itin,mil,mil,vfr,608
2000,DAB,local,civil,NA,NA,66173
2000,DAB,local,mil,NA,NA,7
2000,DAL,itin,civil,ac,ifr,104577
2000,DAL,itin,civil,ac,vfr,445
2000,DAL,itin,civil,at,ifr,36180
2000,DAL,itin,civil,at,vfr,17624
2000,DAL,itin,civil,ga,ifr,64092
2000,DAL,itin,civil,ga,vfr,32809
2000,DAL,itin,mil,mil,ifr,865
2000,DAL,itin,mil,mil,vfr,195
2000,DAL,local,civil,NA,NA,0
2000,DAL,local,mil,NA,NA,0
2000,DAY,itin,civil,ac,ifr,62602
2000,DAY,itin,civil,ac,vfr,452
2000,DAY,itin,civil,at,ifr,38012
2000,DAY,itin,civil,at,vfr,419
2000,DAY,itin,civil,ga,ifr,25018
2000,DAY,itin,civil,ga,vfr,10127
2000,DAY,itin,mil,mil,ifr,1240
2000,DAY,itin,mil,mil,vfr,346
2000,DAY,local,civil,NA,NA,6865
2000,DAY,local,mil,NA,NA,42
2000,DBQ,itin,civil,ac,ifr,0
2000,DBQ,itin,civil,ac,vfr,6
2000,DBQ,itin,civil,at,ifr,8223
2000,DBQ,itin,civil,at,vfr,638
2000,DBQ,itin,civil,ga,ifr,5534
2000,DBQ,itin,civil,ga,vfr,15779
2000,DBQ,itin,mil,mil,ifr,2
2000,DBQ,itin,mil,mil,vfr,62
2000,DBQ,local,civil,NA,NA,14424
2000,DBQ,local,mil,NA,NA,10
2000,DCA,itin,civil,ac,ifr,174750
2000,DCA,itin,civil,ac,vfr,132
2000,DCA,itin,civil,at,ifr,88158
2000,DCA,itin,civil,at,vfr,118
2000,DCA,itin,civil,ga,ifr,44549
2000,DCA,itin,civil,ga,vfr,14743
2000,DCA,itin,mil,mil,ifr,5283
2000,DCA,itin,mil,mil,vfr,14744
2000,DCA,local,civil,NA,NA,0
2000,DCA,local,mil,NA,NA,313
2000,DEC,itin,civil,ac,ifr,0
2000,DEC,itin,civil,ac,vfr,0
2000,DEC,itin,civil,at,ifr,3758
2000,DEC,itin,civil,at,vfr,557
2000,DEC,itin,civil,ga,ifr,8391
2000,DEC,itin,civil,ga,vfr,12856
2000,DEC,itin,mil,mil,ifr,793
2000,DEC,itin,mil,mil,vfr,1759
2000,DEC,local,civil,NA,NA,18406
2000,DEC,local,mil,NA,NA,4449
2000,DEN,itin,civil,ac,ifr,368972
2000,DEN,itin,civil,ac,vfr,1100
2000,DEN,itin,civil,at,ifr,138186
2000,DEN,itin,civil,at,vfr,4476
2000,DEN,itin,civil,ga,ifr,10981
2000,DEN,itin,civil,ga,vfr,3874
2000,DEN,itin,mil,mil,ifr,744
2000,DEN,itin,mil,mil,vfr,176
2000,DEN,local,civil,NA,NA,95
2000,DEN,local,mil,NA,NA,0
2000,DET,itin,civil,ac,ifr,3669
2000,DET,itin,civil,ac,vfr,667
2000,DET,itin,civil,at,ifr,5953
2000,DET,itin,civil,at,vfr,4216
2000,DET,itin,civil,ga,ifr,17440
2000,DET,itin,civil,ga,vfr,79558
2000,DET,itin,mil,mil,ifr,24
2000,DET,itin,mil,mil,vfr,790
2000,DET,local,civil,NA,NA,41418
2000,DET,local,mil,NA,NA,97
2000,DFW,itin,civil,ac,ifr,600055
2000,DFW,itin,civil,ac,vfr,4717
2000,DFW,itin,civil,at,ifr,213227
2000,DFW,itin,civil,at,vfr,3779
2000,DFW,itin,civil,ga,ifr,13454
2000,DFW,itin,civil,ga,vfr,1905
2000,DFW,itin,mil,mil,ifr,92
2000,DFW,itin,mil,mil,vfr,142
2000,DFW,local,civil,NA,NA,28200
2000,DFW,local,mil,NA,NA,206
2000,DHN,itin,civil,ac,ifr,1152
2000,DHN,itin,civil,ac,vfr,262
2000,DHN,itin,civil,at,ifr,6456
2000,DHN,itin,civil,at,vfr,910
2000,DHN,itin,civil,ga,ifr,11148
2000,DHN,itin,civil,ga,vfr,13668
2000,DHN,itin,mil,mil,ifr,11384
2000,DHN,itin,mil,mil,vfr,9967
2000,DHN,local,civil,NA,NA,15900
2000,DHN,local,mil,NA,NA,24080
2000,DLH,itin,civil,ac,ifr,7596
2000,DLH,itin,civil,ac,vfr,148
2000,DLH,itin,civil,at,ifr,4830
2000,DLH,itin,civil,at,vfr,402
2000,DLH,itin,civil,ga,ifr,9238
2000,DLH,itin,civil,ga,vfr,13883
2000,DLH,itin,mil,mil,ifr,3762
2000,DLH,itin,mil,mil,vfr,1090
2000,DLH,local,civil,NA,NA,14374
2000,DLH,local,mil,NA,NA,6310
2000,DPA,itin,civil,ac,ifr,0
2000,DPA,itin,civil,ac,vfr,0
2000,DPA,itin,civil,at,ifr,940
2000,DPA,itin,civil,at,vfr,486
2000,DPA,itin,civil,ga,ifr,32219
2000,DPA,itin,civil,ga,vfr,79331
2000,DPA,itin,mil,mil,ifr,5
2000,DPA,itin,mil,mil,vfr,47
2000,DPA,local,civil,NA,NA,87754
2000,DPA,local,mil,NA,NA,56
2000,DSM,itin,civil,ac,ifr,34322
2000,DSM,itin,civil,ac,vfr,258
2000,DSM,itin,civil,at,ifr,32356
2000,DSM,itin,civil,at,vfr,1270
2000,DSM,itin,civil,ga,ifr,28983
2000,DSM,itin,civil,ga,vfr,15723
2000,DSM,itin,mil,mil,ifr,2583
2000,DSM,itin,mil,mil,vfr,173
2000,DSM,local,civil,NA,NA,10183
2000,DSM,local,mil,NA,NA,1817
2000,DTW,itin,civil,ac,ifr,323034
2000,DTW,itin,civil,ac,vfr,4173
2000,DTW,itin,civil,at,ifr,157966
2000,DTW,itin,civil,at,vfr,2347
2000,DTW,itin,civil,ga,ifr,32524
2000,DTW,itin,civil,ga,vfr,32779
2000,DTW,itin,mil,mil,ifr,1183
2000,DTW,itin,mil,mil,vfr,403
2000,DTW,local,civil,NA,NA,171
2000,DTW,local,mil,NA,NA,0
2000,DVT,itin,civil,ac,ifr,0
2000,DVT,itin,civil,ac,vfr,0
2000,DVT,itin,civil,at,ifr,142
2000,DVT,itin,civil,at,vfr,6641
2000,DVT,itin,civil,ga,ifr,4872
2000,DVT,itin,civil,ga,vfr,160107
2000,DVT,itin,mil,mil,ifr,3
2000,DVT,itin,mil,mil,vfr,607
2000,DVT,local,civil,NA,NA,198331
2000,DVT,local,mil,NA,NA,76
2000,DWH,itin,civil,ac,ifr,0
2000,DWH,itin,civil,ac,vfr,0
2000,DWH,itin,civil,at,ifr,90
2000,DWH,itin,civil,at,vfr,1314
2000,DWH,itin,civil,ga,ifr,12621
2000,DWH,itin,civil,ga,vfr,70335
2000,DWH,itin,mil,mil,ifr,1347
2000,DWH,itin,mil,mil,vfr,1316
2000,DWH,local,civil,NA,NA,130261
2000,DWH,local,mil,NA,NA,1794
2000,DXR,itin,civil,ac,ifr,0
2000,DXR,itin,civil,ac,vfr,0
2000,DXR,itin,civil,at,ifr,11
2000,DXR,itin,civil,at,vfr,66
2000,DXR,itin,civil,ga,ifr,4933
2000,DXR,itin,civil,ga,vfr,45912
2000,DXR,itin,mil,mil,ifr,0
2000,DXR,itin,mil,mil,vfr,65
2000,DXR,local,civil,NA,NA,63519
2000,DXR,local,mil,NA,NA,83
2000,EGE,itin,civil,ac,ifr,3053
2000,EGE,itin,civil,ac,vfr,548
2000,EGE,itin,civil,at,ifr,6448
2000,EGE,itin,civil,at,vfr,904
2000,EGE,itin,civil,ga,ifr,9899
2000,EGE,itin,civil,ga,vfr,9157
2000,EGE,itin,mil,mil,ifr,46
2000,EGE,itin,mil,mil,vfr,2199
2000,EGE,local,civil,NA,NA,6515
2000,EGE,local,mil,NA,NA,842
2000,EKO,itin,civil,ac,ifr,1888
2000,EKO,itin,civil,ac,vfr,296
2000,EKO,itin,civil,at,ifr,9068
2000,EKO,itin,civil,at,vfr,1179
2000,EKO,itin,civil,ga,ifr,1413
2000,EKO,itin,civil,ga,vfr,9696
2000,EKO,itin,mil,mil,ifr,8
2000,EKO,itin,mil,mil,vfr,140
2000,EKO,local,civil,NA,NA,4207
2000,EKO,local,mil,NA,NA,32
2000,ELM,itin,civil,ac,ifr,2714
2000,ELM,itin,civil,ac,vfr,50
2000,ELM,itin,civil,at,ifr,12895
2000,ELM,itin,civil,at,vfr,254
2000,ELM,itin,civil,ga,ifr,10898
2000,ELM,itin,civil,ga,vfr,9442
2000,ELM,itin,mil,mil,ifr,160
2000,ELM,itin,mil,mil,vfr,122
2000,ELM,local,civil,NA,NA,23370
2000,ELM,local,mil,NA,NA,206
2000,ELP,itin,civil,ac,ifr,54588
2000,ELP,itin,civil,ac,vfr,1377
2000,ELP,itin,civil,at,ifr,16189
2000,ELP,itin,civil,at,vfr,1574
2000,ELP,itin,civil,ga,ifr,25107
2000,ELP,itin,civil,ga,vfr,22473
2000,ELP,itin,mil,mil,ifr,4052
2000,ELP,itin,mil,mil,vfr,1752
2000,ELP,local,civil,NA,NA,12502
2000,ELP,local,mil,NA,NA,1004
2000,EMT,itin,civil,ac,ifr,0
2000,EMT,itin,civil,ac,vfr,128
2000,EMT,itin,civil,at,ifr,627
2000,EMT,itin,civil,at,vfr,2128
2000,EMT,itin,civil,ga,ifr,3303
2000,EMT,itin,civil,ga,vfr,85592
2000,EMT,itin,mil,mil,ifr,1
2000,EMT,itin,mil,mil,vfr,226
2000,EMT,local,civil,NA,NA,69840
2000,EMT,local,mil,NA,NA,72
2000,ENA,itin,civil,ac,ifr,41
2000,ENA,itin,civil,ac,vfr,503
2000,ENA,itin,civil,at,ifr,5303
2000,ENA,itin,civil,at,vfr,18731
2000,ENA,itin,civil,ga,ifr,836
2000,ENA,itin,civil,ga,vfr,14447
2000,ENA,itin,mil,mil,ifr,244
2000,ENA,itin,mil,mil,vfr,1343
2000,ENA,local,civil,NA,NA,21262
2000,ENA,local,mil,NA,NA,6348
2000,ENW,itin,civil,ac,ifr,1
2000,ENW,itin,civil,ac,vfr,5
2000,ENW,itin,civil,at,ifr,547
2000,ENW,itin,civil,at,vfr,429
2000,ENW,itin,civil,ga,ifr,10986
2000,ENW,itin,civil,ga,vfr,43934
2000,ENW,itin,mil,mil,ifr,2
2000,ENW,itin,mil,mil,vfr,68
2000,ENW,local,civil,NA,NA,33163
2000,ENW,local,mil,NA,NA,86
2000,ERI,itin,civil,ac,ifr,2615
2000,ERI,itin,civil,ac,vfr,297
